dataset,seed,model,probability_calibration,method,fn_cost,fp_cost,defer_cost,threshold,marginal_coverage,coverage_class_0,coverage_class_1,average_set_size,abstention_rate,mean_cost,mean_cost_automated_only
uci_default,7,logreg,isotonic,cost_tuned_threshold,10.0,1.0,0.0,0.002,0.2225,0.0017119623368285898,1.0,1.0,0.0,0.7775,0.7775
uci_default,7,logreg,isotonic,mondrian_cp,10.0,1.0,0.25,,0.9306666666666666,0.9156858549111919,0.9834212509419744,1.7925,0.7925,0.3004583333333333,0.4931726907630522
uci_default,7,logreg,isotonic,cost_tuned_threshold,10.0,1.0,0.25,0.002,0.2225,0.0017119623368285898,1.0,1.0,0.0,0.7775,0.7775
uci_default,7,logreg,isotonic,mondrian_cp,10.0,1.0,0.5,,0.9306666666666666,0.9156858549111919,0.9834212509419744,1.7925,0.7925,0.4985833333333333,0.4931726907630522
uci_default,7,logreg,isotonic,cost_tuned_threshold,10.0,1.0,0.5,0.002,0.2225,0.0017119623368285898,1.0,1.0,0.0,0.7775,0.7775
uci_default,7,logreg,isotonic,mondrian_cp,10.0,1.0,1.0,,0.9306666666666666,0.9156858549111919,0.9834212509419744,1.7925,0.7925,0.8948333333333334,0.4931726907630522
uci_default,7,logreg,isotonic,cost_tuned_threshold,10.0,1.0,1.0,0.002,0.2225,0.0017119623368285898,1.0,1.0,0.0,0.7775,0.7775
uci_default,7,logreg,isotonic,mondrian_cp,20.0,1.0,0.0,,0.9306666666666666,0.9156858549111919,0.9834212509419744,1.7925,0.7925,0.139,0.6698795180722892
uci_default,7,logreg,isotonic,cost_tuned_threshold,20.0,1.0,0.0,0.002,0.2225,0.0017119623368285898,1.0,1.0,0.0,0.7775,0.7775
uci_default,7,logreg,isotonic,mondrian_cp,20.0,1.0,0.25,,0.9306666666666666,0.9156858549111919,0.9834212509419744,1.7925,0.7925,0.337125,0.6698795180722892
uci_default,7,logreg,isotonic,cost_tuned_threshold,20.0,1.0,0.25,0.002,0.2225,0.0017119623368285898,1.0,1.0,0.0,0.7775,0.7775
uci_default,7,logreg,isotonic,mondrian_cp,20.0,1.0,0.5,,0.9306666666666666,0.9156858549111919,0.9834212509419744,1.7925,0.7925,0.53525,0.6698795180722892
uci_default,7,logreg,isotonic,cost_tuned_threshold,20.0,1.0,0.5,0.002,0.2225,0.0017119623368285898,1.0,1.0,0.0,0.7775,0.7775
uci_default,7,logreg,isotonic,mondrian_cp,20.0,1.0,1.0,,0.9306666666666666,0.9156858549111919,0.9834212509419744,1.7925,0.7925,0.9315,0.6698795180722892
uci_default,7,logreg,isotonic,cost_tuned_threshold,20.0,1.0,1.0,0.002,0.2225,0.0017119623368285898,1.0,1.0,0.0,0.7775,0.7775
uci_default,7,rf,none,mondrian_cp,5.0,1.0,0.0,,0.9015,0.9007061844639418,0.9042954031650339,1.5266666666666666,0.5266666666666666,0.18316666666666667,0.3869718309859155
uci_default,7,rf,none,cost_tuned_threshold,5.0,1.0,0.0,0.222,0.7288333333333333,0.7434196447678151,0.6774679728711379,1.0,0.0,0.5565,0.5565
uci_default,7,rf,none,mondrian_cp,5.0,1.0,0.25,,0.9015,0.9007061844639418,0.9042954031650339,1.5266666666666666,0.5266666666666666,0.31483333333333335,0.3869718309859155
uci_default,7,rf,none,cost_tuned_threshold,5.0,1.0,0.25,0.222,0.7288333333333333,0.7434196447678151,0.6774679728711379,1.0,0.0,0.5565,0.5565
